timestamp,user_id,movie_id,ratings
2023-03-09T14:31:45,129053,pulp+fiction+1994,4
2023-03-09T14:31:45,613041,toy+story+2+1999,4
2023-03-09T14:31:46,87189,one+man+band+2005,5
2023-03-09T14:31:46,538911,brave+2012,5
2023-03-09T14:31:47,122092,breaking+news+2004,4
2023-03-09T14:31:47,79404,love+exposure+2008,4
2023-03-09T14:31:47,414887,hamlet+1964,4
2023-03-09T14:31:48,553379,one+man+band+2005,4
2023-03-09T14:31:48,209130,little+dorrit+1987,3
2023-03-09T14:31:49,408923,the+ladykillers+1955,4
2023-03-09T14:31:50,596537,gentlemen+of+fortune+1971,5
2023-03-09T14:31:51,50100,sold+out+a+threevening+with+kevin+smith+2008,4
2023-03-09T14:31:51,324416,prom+night+in+mississippi+2009,4
2023-03-09T14:31:52,25756,border+radio+1987,4
2023-03-09T14:31:53,276906,milius+2013,3
2023-03-09T14:31:53,569908,suddenly+2002,4
2023-03-09T14:31:54,11708,sold+out+a+threevening+with+kevin+smith+2008,4
2023-03-09T14:31:54,445593,bobby+fischer+against+the+world+2011,3
2023-03-09T14:31:54,325130,the+lavender+hill+mob+1951,3
2023-03-09T14:31:55,146793,the+wonderful+world+of+the+brothers+grimm+1962,3
2023-03-09T14:31:56,601544,the+bothersome+man+2006,4
2023-03-09T14:31:57,104043,ice+age+2002,3
2023-03-09T14:31:57,670740,fitzcarraldo+1982,4
2023-03-09T14:31:58,394851,gentlemen+of+fortune+1971,4
2023-03-09T14:32,516132,lumikuningatar+1986,3
2023-03-09T14:32,199092,climate+of+change+2010,4
2023-03-09T14:32:01,251219,thief+1981,4
2023-03-09T14:32:02,583664,i+was+a+male+war+bride+1949,3
2023-03-09T14:32:02,47007,one+man+band+2005,4
2023-03-09T14:32:04,596023,an+american+crime+2007,5
2023-03-09T14:32:05,522578,the+lord+of+the+rings+the+two+towers+2002,4
2023-03-09T14:32:06,194843,the+legend+of+the+7+golden+vampires+1974,4
2023-03-09T14:32:06,307406,star+wars+1977,5
2023-03-09T14:32:07,264709,of+mice+and+men+1992,4
2023-03-09T14:32:08,665002,notes+on+a+scandal+2006,3
2023-03-09T14:32:09,483898,down+periscope+1996,4
2023-03-09T14:32:09,645254,how+green+was+my+valley+1941,3
2023-03-09T14:32:12,285631,brink+of+life+1958,3
2023-03-09T14:32:13,674671,the+wonderful+world+of+the+brothers+grimm+1962,2
2023-03-09T14:32:13,241744,heart+of+midnight+1988,4
2023-03-09T14:32:13,468209,spider-man+2002,3
2023-03-09T14:32:14,338823,an+unfinished+life+2005,4
2023-03-09T14:32:14,121380,the+lavender+hill+mob+1951,3
2023-03-09T14:32:15,101161,gentlemen+of+fortune+1971,5
2023-03-09T14:32:16,436589,america+america+1963,3
2023-03-09T14:32:17,660336,the+last+word+2008,4
2023-03-09T14:32:17,29908,one+flew+over+the+cuckoos+nest+1975,5
2023-03-09T14:32:17,418192,sold+out+a+threevening+with+kevin+smith+2008,3
2023-03-09T14:32:18,163229,an+american+crime+2007,4
2023-03-09T15:08:48,580031,vicky+cristina+barcelona+2008,3
2023-03-09T15:08:49,317554,gentlemen+of+fortune+1971,3
2023-03-09T15:08:50,583177,love+exposure+2008,4
2023-03-09T15:08:50,655283,the+secret+world+of+arrietty+2010,5
2023-03-09T15:08:50,544839,its+christmastime+again_+charlie+brown+1992,3
2023-03-09T15:08:51,306671,brink+of+life+1958,3
2023-03-09T15:08:52,267177,bobby+fischer+against+the+world+2011,4
2023-03-09T15:08:52,205249,northanger+abbey+2007,4
2023-03-09T15:08:53,436325,the+replacements+2000,5
2023-03-09T15:08:53,597572,more+than+a+game+2008,4
2023-03-09T15:08:54,112042,gasland+2010,4
2023-03-09T15:08:55,556408,die+hard+1988,5
2023-03-09T15:08:56,120151,purple+violets+2007,5
2023-03-09T15:08:56,83810,s.o.s.+iceberg+1933,3
2023-03-09T15:08:57,596256,beautiful+creatures+2000,2
2023-03-09T15:08:57,503871,charlie+and+the+chocolate+factory+2005,3
2023-03-09T15:08:58,124655,gasland+2010,4
2023-03-09T15:08:59,492026,the+amazing+spider-man+2+2014,3
2023-03-09T15:08:59,589394,star+wars+1977,5
2023-03-09T15:09,438079,how+green+was+my+valley+1941,4
2023-03-09T15:09:01,376381,striking+distance+1993,2
2023-03-09T15:09:01,157977,golden+gate+1994,3
2023-03-09T15:09:02,107639,an+unreasonable+man+2007,4
2023-03-09T15:09:04,448051,gentlemen+of+fortune+1971,4
2023-03-09T15:09:05,500364,how+green+was+my+valley+1941,5
2023-03-09T15:09:06,246781,ginger+snaps+2000,4
2023-03-09T15:09:08,493521,onegin+1999,4
2023-03-09T15:09:09,243135,night+has+a+thousand+eyes+1948,3
2023-03-09T15:09:09,536943,an+american+crime+2007,3
2023-03-09T15:09:10,414586,this+film+is+not+yet+rated+2006,4
2023-03-09T15:09:10,127957,pinocchio+1940,3
2023-03-09T15:09:10,206359,an+american+crime+2007,5
2023-03-09T15:09:10,68181,the+legend+of+the+7+golden+vampires+1974,3
2023-03-09T15:09:11,563626,walle+2008,5
2023-03-09T15:09:11,372777,gattaca+1997,3
2023-03-09T15:09:11,1504,an+unreasonable+man+2007,5
2023-03-09T15:09:11,153161,love+exposure+2008,3
2023-03-09T15:09:11,52086,gattaca+1997,3
2023-03-09T15:09:12,659389,of+mice+and+men+1992,5
2023-03-09T15:09:13,575479,america+america+1963,4
2023-03-09T15:09:13,441205,secret+reunion+2010,3
2023-03-09T15:09:13,271617,bollywoodhollywood+2002,3
2023-03-09T15:09:13,284937,gasland+2010,3
2023-03-09T15:09:15,155847,the+killers+1946,4
2023-03-09T15:09:15,538323,walle+2008,3
2023-03-09T15:09:15,409732,through+a+glass+darkly+1961,3
2023-03-09T15:09:15,475999,through+a+glass+darkly+1961,5
2023-03-09T15:09:15,450707,the+killers+1946,5
2023-03-09T15:09:15,603805,love+exposure+2008,4
2023-03-09T15:09:16,535437,the+legend+of+the+7+golden+vampires+1974,4
2023-03-09T15:09:17,84171,bobby+fischer+against+the+world+2011,5
2023-03-09T15:09:19,90026,home+for+christmas+2010,3
2023-03-09T15:09:20,253288,back+to+the+future+1985,4
2023-03-09T14:32:18,102076,an+affair+of+love+1999,3
2023-03-09T14:32:19,404428,secret+admirer+1985,4
2023-03-09T14:32:19,295152,category+7+the+end+of+the+world+2005,2
2023-03-09T14:32:20,293869,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
2023-03-09T14:32:20,362756,queen+christina+1933,4
2023-03-09T14:32:20,145180,the+avengers+2012,4
2023-03-09T14:32:20,51595,transmorphers+2007,4
2023-03-09T14:32:21,393098,bang+the+drum+slowly+1973,4
2023-03-09T14:32:22,274734,brief+crossing+2001,4
2023-03-09T14:32:23,174586,brief+crossing+2001,3
2023-03-09T14:32:23,569731,the+sweet+hereafter+1997,4
2023-03-09T14:32:24,427387,the+illusionist+2010,4
2023-03-09T14:32:25,172520,an+unfinished+life+2005,3
2023-03-09T14:32:26,303226,gasland+2010,4
2023-03-09T14:32:27,661290,the+bone+collector+1999,4
2023-03-09T14:32:27,657007,always+for+pleasure+1978,4
2023-03-09T14:32:27,250838,holidays+by+the+sea+2011,4
2023-03-09T14:32:27,125449,forbidden+planet+1956,3
2023-03-09T14:32:27,137506,love+in+the+afternoon+1972,5
2023-03-09T14:32:28,672958,follow+the+fleet+1936,3
2023-03-09T14:32:30,67436,rabbit+2005,3
2023-03-09T14:32:30,217561,mr.+motos+last+warning+1939,4
2023-03-09T14:32:33,300615,of+mice+and+men+1992,3
2023-03-09T14:32:34,77041,nude+nuns+with+big+guns+2010,2
2023-03-09T14:32:34,663139,through+a+glass+darkly+1961,4
2023-03-09T14:32:35,362748,love+exposure+2008,5
2023-03-09T14:32:35,534636,the+last+boy+scout+1991,4
2023-03-09T14:32:36,367054,sherlock_+jr.+1924,3
2023-03-09T14:32:36,400661,grave+decisions+2006,4
2023-03-09T14:32:37,389059,the+lion+king+1994,4
2023-03-09T14:32:38,173747,gentlemen+of+fortune+1971,4
2023-03-09T14:32:38,278500,an+unfinished+life+2005,4
2023-03-09T14:32:39,216546,terminator+2+judgment+day+1991,5
2023-03-09T14:32:39,206088,of+mice+and+men+1992,4
2023-03-09T14:32:39,395229,borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan+2006,3
2023-03-09T14:32:40,359955,the+shawshank+redemption+1994,4
2023-03-09T14:32:40,465049,brief+crossing+2001,4
2023-03-09T14:32:41,459959,an+unreasonable+man+2007,4
2023-03-09T14:32:41,465904,port+of+flowers+1943,3
2023-03-09T14:32:43,379430,love+in+the+afternoon+1972,4
2023-03-09T14:32:43,75155,good+morning+1959,4
2023-03-09T14:32:45,345780,this+film+is+not+yet+rated+2006,5
2023-03-09T14:32:45,192445,northanger+abbey+2007,4
2023-03-09T14:32:47,262969,the+man+without+a+shadow+2004,3
2023-03-09T14:32:48,559660,from+dusk+till+dawn+3+the+hangmans+daughter+1999,3
2023-03-09T14:32:48,545570,four+brothers+2005,3
2023-03-09T14:32:48,12229,bobby+fischer+against+the+world+2011,4
2023-03-09T14:32:48,241996,the+princess+diaries+2+royal+engagement+2004,2
2023-03-09T14:32:49,110962,an+affair+of+the+heart+2012,4
2023-03-09T14:32:49,268843,boyhood+2014,4
2023-03-09T14:32:49,354528,the+legend+of+bloody+jack+2007,3
2023-03-09T14:32:49,341512,the+27+club+2008,3
2023-03-09T14:32:50,307294,onibaba+1964,5
2023-03-09T14:32:51,324906,the+11th+hour+2007,3
2023-03-09T15:09:21,37855,morning+patrol+1987,4
2023-03-09T15:09:21,191702,bobby+fischer+against+the+world+2011,4
2023-03-09T15:09:23,161640,this+film+is+not+yet+rated+2006,4
2023-03-09T15:09:23,406478,school+ties+1992,2
2023-03-09T15:09:24,154049,bounty+hunters+2011,3
2023-03-09T15:09:25,497967,sold+out+a+threevening+with+kevin+smith+2008,4
2023-03-09T15:09:26,295557,the+legend+of+the+7+golden+vampires+1974,3
2023-03-09T15:09:27,449776,one+day+2011,3
2023-03-09T15:09:28,363993,gasland+2010,4
2023-03-09T15:09:29,562133,master+and+commander+the+far+side+of+the+world+2003,3
2023-03-09T15:09:30,433078,the+lord+of+the+rings+the+two+towers+2002,5
2023-03-09T15:09:30,47865,titanic+town+1998,3
2023-03-09T15:09:30,495412,one+flew+over+the+cuckoos+nest+1975,3
2023-03-09T15:09:31,509202,this+film+is+not+yet+rated+2006,4
2023-03-09T15:09:31,560839,spellbound+2002,4
2023-03-09T15:09:31,481617,an+unreasonable+man+2007,4
2023-03-09T15:09:31,166388,the+killers+1946,3
2023-03-09T15:09:31,108,genius+within+the+inner+life+of+glenn+gould+2009,3
2023-03-09T15:09:32,193944,the+lord+of+the+rings+the+two+towers+2002,5
2023-03-09T15:09:32,601092,border+radio+1987,4
2023-03-09T15:09:33,607332,into+the+woods+2014,3
2023-03-09T15:09:33,300597,gasland+2010,4
2023-03-09T15:09:34,558203,hellgate+2011,3
2023-03-09T15:09:34,490964,temple+grandin+2010,3
